career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
294,Database Administrator II,Not Specified,"Database administration, Database support, Installation and configuration, SQL scripting, Backup and recovery processes, Capacity and performance monitoring, System access administration, System design document review, Business Continuity Plan (BCP), Operating systems knowledge",Not Specified,140100.00,0.05,Not Specified,,
295,"Software Developer (All Levels) Dallas, TX Area",Not Specified,Not Specified,Not Specified,140100.00,0.05,Not Specified,,
296,Assistant IT Analyst I,Not Specified,"Software development, Operational support, Project management, Artificial intelligence, Cloud computing, Digital technology","Education-Related Skills:, Bachelor's/Master's in Information Science, STEM, or Business fields, High School Diploma or GED, Degree confirmation within 6 months, Overall GPA of 3.0 (preferred)",140100.00,0.05,Not Specified,,
297,Research Staff Member,Not Specified,"Machine learning, Computational Neuroscience, Computational Linguistics, Neuroscience, Brain imaging, Neuropsychiatry","Education-related Skills:, None",140100.00,0.05,Not Specified,,
298,"Manager, Customer Modeling & Predictive Analytics",Not Specified,"Problem Solving, Analytical Problem-Solving, Risk Assessment, Data Mining, Forecasting, Simulation, Econometrics, Regression, Optimization, Statistical Analysis, Data Interpretation, Predictive Modeling, Statistical Modeling, Segmentation, Test & Measurement, Data Query Language (SQL), Statistical Packages (R, Python, SAS, Alteryx), Data Visualization (Tableau), Loyalty/Marketing Analytics, Customer Data Analysis, Digital Analytics",Not Specified,140100.00,0.05,Not Specified,,
299,"Sports Data Operator, Monitoring (Part-Time)",Not Specified,"Data entry, Monitoring live events, Event statistics review, Communication skills, Attention to detail","Education-Related Skills:, High school diploma or equivalent",140100.00,0.05,Not Specified,,
300,Communications Specialist,Not Specified,"Writing for consumer and donor audiences, Digital content development for web and social media platforms, Research skills, Knowledge of Microsoft Office applications",Not Specified,140100.00,0.05,Not Specified,,
301,Media Analyst - Gain Theory,Not Specified,"Data analysis, Data visualization, Data cleansing, Data analysis tools (SPSS, SAS, R), Database querying, Business Intelligence platforms","Education-Related Skills:, BA/BS degree",140100.00,0.05,Not Specified,,
302,Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",PhD,140100.00,0.05,Not Specified,,
303,IT Communications Consultant,Not Specified,"Corporate communication, Organizational change management, Microsoft Office, Digital design (Adobe Photoshop/Adobe InDesign), Writing and editing, Public speaking, Digital communication methods, Project management, PMP certification",Not Specified,140100.00,0.05,Not Specified,,
304,Operations Program Facilitator,Not Specified,"Continuous Improvement Programs, Project management, Lean/Six Sigma/Kaizen/Total Quality Management, SIPOC, MS Office Suite, Analytics tools, Operational recommendations, Process design, Strategic insights","Education:, BA/BS in Business, Engineering, or related discipline, Lean Six Sigma Certificate or similar continuous improvement",140100.00,0.05,Not Specified,,
305,Revenue Collector,Not Specified,"Collection Work, Customer Assistance, Payment Processing, Record-Keeping, Data Analysis, Financial Reconciliation, Report Review, Liens Filing, Negotiation, Site Visits","Related to Education:, High School Diploma or GED Equivalency",140100.00,0.05,Not Specified,,
306,Enterprise Data Architect,Not Specified,"Data warehouse design, Data management, Database administration, Data models, Structured Query Language (SQL), Microsoft T-SQL / Oracle PL-SQL, Electronic Medical Record (EMR) applications, Epic Clarity reporting system, Microsoft Office software, Client-server and web-based environments, Healthcare applications and systems, 'Big Data' management, Hadoop","Education-related Skills:, Bachelor's degree in Computer Science, Information Technology, or related field, Master's degree in a related field",140100.00,0.05,Not Specified,,
307,DC General Warehouse Worker,Not Specified,"Operating equipment, Stocking merchandise, Order processing, Replenishment, Packing products for shipment, Loading merchandise onto trucks, Maintaining a clean work area","Related to Education:, High School Diploma or Equivalent",140100.00,0.05,Not Specified,,
308,"Manager, System Partnerships",Not Specified,Not Specified,Not Specified,140100.00,0.05,Not Specified,,
309,Environmental Remote Sensing Data Scientist,Not Specified,"Geospatial datasets, Environmental remote sensing, Data analysis & visualization, Python, R, GIS data, ESG/sustainability data, Financial data/analytics, Predictive analytics, Machine learning",Not Specified,140100.00,0.05,Not Specified,,
310,MSAT Scientist,Not Specified,"Technology transfer, Process scalability, Process validation, Process integration, Process supervision, Manufacturing process improvement, Data management and analysis, Root cause analysis, cGMP adherence",Not Specified,140100.00,0.05,Not Specified,,
311,Wafer Metrology Data Development Engineer,Not Specified,"CDSEM, Focused Ion Beam (FIB), Image Based Analysis, Algorithm development, Data analysis, Programming (MatLab, Python), Metrology technology (AFM, SEM, TEM)","Skills Related to Education:, MS/PH.D degree in Physics, Materials Science, Data Science, or related fields",140100.00,0.05,Not Specified,,
312,"Crop Consultant -Toppenish, WA",Not Specified,"Sales, Marketing, Soil, tissue, and water analysis interpretation, Agronomic research, Fertilizer formulations, Customer contract management, Reporting, Training","Education-Related Skills:, Agricultural based degree, CCA License",140100.00,0.05,Not Specified,,
313,Big Data Solutions Architect (Central Region),Not Specified,"Splunk, Hadoop, Teradata, MapReduce, Hive, SPARK, Kafka, ELT/ETL development, Informatica, Talend, Business Objects, Tableau, D3, SAS, R, Graph databases, In-memory databases, Machine Learning, Unix scripting, Python programming, RDBMS, EDW, NoSQL, MapR distribution of Hadoop",Not Specified,140100.00,0.05,Not Specified,,
314,User Researcher 2,Not Specified,"Research skills, Data analytics, Machine learning, Data science, Qualitative and quantitative research methodologies",Not Specified,140100.00,0.05,Not Specified,,
315,Systems Engineer - Data Center Team (Animation Studios),Not Specified,"Design and implement complex systems, Proficiency with Python, Perl, JavaScript or similar scripting language, Enterprise data center engineering & administration, Linux environment administration (Red Hat, etc), Building and administering scale-out/high-performance storage systems, Designing and administering virtual computing environments, Designing and administering backup technologies and products, Experience with network technology and communication principles, Familiarity with common systems tools and protocols","BS related to Information Technology, Computer Systems",140100.00,0.05,Not Specified,,
316,Sr FP&A Analyst,Not Specified,"Financial Analysis, P &L; Forecasting, Data Analysis, Financial Modeling, Business Analysis, Budgeting, Microsoft Excel (Pivot Tables, Data Analysis, PowerQuery, PowerPivot), Microsoft PowerPoint (Data links, corporate templates, images), Generally Accepted Accounting Principles (GAAP), BI Reporting, ERP Systems, Salesforce","Skills related to Education:, Bachelor’s degree in Accounting or Finance",140100.00,0.05,Not Specified,,
317,Developer Advocate / Technology Evangelist,Not Specified,"Dapp Development, Solidity, Truffle, MetaMask, Blockchain, Verbal and written communication","Skills related to education:, No specific education-related skills mentioned.",140100.00,0.05,Not Specified,,
318,Operations Coordinator,Not Specified,"Shipping and receiving, Mail processing, Administrative tasks, Furniture and equipment maintenance, Office moves, Recycling operations, Safety and security operations, Operating mail processing equipment, Preparing shipping documentation, Room set-ups, Facility maintenance, Power tool operation","Related to Education:, Reading blueprints and schematics, Well-rounded knowledge of facility operations, Completion of at least the equivalent of the 12th grade, Trade or technical coursework, Trade-technical licensing and CPR certification desirable",140100.00,0.05,Not Specified,,
319,Learning Consultant,Not Specified,"Instructional Design, Curriculum Development, Articulate 360, Learning Management Systems, Software Development, Common development frameworks, API's, SSO, Authentication and authorization protocols",Not Specified,140100.00,0.05,Not Specified,,
320,Technical Advisor I,Not Specified,"Expertise in natural gas commercial cooking equipment, Knowledge of technologies, policies, and procedures for commercial foodservice, Project management, Problem-solving methodologies, Technical knowledge transfer in natural gas commercial cooking and water heating technologies",Not Specified,140100.00,0.05,Not Specified,,
321,Quality Improvement Data Analyst,Not Specified,"Data management, Data analysis, Dashboard development, Statistical process control, Database management, Analytical techniques, Epidemiological techniques, Core measures development, Performance indicators analysis, Data collection procedures, Data repository management, Report preparation, Health quality database development, Analytical problem-solving","Education-Related Skills:, Bachelor's degree in health policy/management or related field, Coursework in biostatistics and data management",140100.00,0.05,Not Specified,,
322,Data Coordinator I,Not Specified,"Data collection, Data coordination, Data processing, Quality control, Abstracting and coding, Auditing, Database management, Familiarity with medical terminology, Knowledge of statistics","Education-Related Skills:, BA/BS or equivalent, RRA (Registered Records Administrator) or ART (Accredited Records Technician), Two-year degree in the medical field",140100.00,0.05,Not Specified,,
323,Software Engineer- Java/Big Data,Not Specified,"Hadoop, Spark, Hive, Java, Spring framework, Oracle, Columnar databases, Apache, Tomcat, Maven, Web Services, Service Oriented Architecture (SOA), Debugging skills, Defensive Programming",Not Specified,140100.00,0.05,Not Specified,,
324,Principal Big Data Engineer,Not Specified,"Data Engineering, Model Building, Data Management, IT System Hardware, Data Science, Big Data, Data Transformation, Automation, Process Improvement, Advanced Technologies, Big Data Architecture, Data Mining, Data Integration, Data Quality, Database Architecture, SQL, Java, Hive, Python, Linux KSH, Hadoop Ecosystem, Data Science Life Cycle, Open Systems, Cloud-Based Applications, AWS, Database Concepts, Data Warehouse, Data Lake Technology, Marketing Knowledge, Finance Knowledge, Customer Service Knowledge",Not Specified,140100.00,0.05,Not Specified,,
325,"Regional Solutions Architect, West Channel Sales",Not Specified,"Incident Response, Attack and Penetration Assessments, Host-based Security Technologies, Modern Malware Lifecycle, Malware/Forensic Analysis, Cyber Security, Threat Intelligence, Whitelisting, Micro-virtualization, Behavioral Analysis, Machine Learning, SIEM Systems, API's, Scripting (Bash and/or Python), Structured Query Language (SQL)","Education:, B.A./M.S. degree or equivalent experience/technical training",140100.00,0.05,Not Specified,,
326,"Sr. Director, Clinical Statistics",Not Specified,"Statistical Modeling, Clinical Data Strategies, SAS Programming, Data Integration, CDISC/SDTM Standards, Dataset Anonymization, PK/PD Data Analysis","Skills Related to Education:, Clinical Data Strategies",140100.00,0.05,Not Specified,,
327,Training Program Manager,Not Specified,"Learning and Development, Training Material Development, Certification Programs, Learning Management Systems (LMS), Data Analysis, Program and Project Management",Not Specified,140100.00,0.05,Not Specified,,
328,"Technical Account Manager, Financial Services, Google Cloud",Not Specified,"Data Analysis, Troubleshooting, Cross-functional Teamwork, Customer Support, Program Management, Strategic Planning, Relationship Building, Strategic Roadmapping, Technical Guidance, Cloud Technologies, Customer Engagement",Not Specified,140100.00,0.05,Not Specified,,
329,General Laborer,Not Specified,"Following instructions, Manufacturing procedures, Safety procedures, GMP (Good Manufacturing Practices), Quality control, Reading codes, Basic English language proficiency, Operating coder machines, Knowledge of SKU formulas, Equipment maintenance",Not Specified,140100.00,0.05,Not Specified,,
330,"Consultant, People Analytics",Not Specified,"Business Intelligence/Analytics, SuccessFactors reporting tools, Workforce analytics tools (e.g., Visier), Data aggregation tools (e.g., Dataiku), Relational Database Management Systems, SQL, Tableau, Microsoft Office Suite (Word, Excel, PowerPoint, Outlook)","Education-Related Skills:, Year/Bachelor's degree or equivalent work experience",140100.00,0.05,Not Specified,,
331,Operations Analyst,Not Specified,"Data analysis, Financial reporting, Forecasting, Profitability tracking, Analytics, Data visualization, Financial forecasting, SQL",Not Specified,140100.00,0.05,Not Specified,,
332,"Savings - Deposit Operations – Performance Coach – Richardson, TX",Not Specified,"Quality assurance, Data analysis, Operations management, Training, Calibration, Audit, Process improvement","Skills Related to Education:, High School Diploma or GED, Associates or Bachelor's degree",140100.00,0.05,Not Specified,,
333,Inventory Data Analyst,Not Specified,"VBA programming, SQL, ERP (SAP) user, Advanced Excel skills, Microsoft Access, Manufacturing planning","Education-Related Skills:, Bachelor's Degree",140100.00,0.05,Not Specified,,
334,"Solutions Architect, Enterprise Migrations, Google Cloud",Not Specified,"Cloud Computing, Infrastructure, Storage, Platforms, Data Management, Relational databases, Virtual machines, SQL/NoSQL, Networking, Infrastructure automation, Continuous integration/deployment, Security, Enterprise technology systems, Business applications, Technical documentation","Related to Education:, BA/BS degree in Computer Science or a related engineering field, MS degree in Computer Science or a related engineering field",140100.00,0.05,Not Specified,,
335,Hosted Build Team - Systems Administrator Senior,Not Specified,"Operating systems knowledge, Storage management, TCP/IP, Network monitoring tools, Technical writing, Software installation and maintenance",Not Specified,140100.00,0.05,Not Specified,,
336,Warehouse & Service Operations Specialist,Not Specified,"Inventory Management, Warehouse Management, Logistical Coordination, Fleet/Vehicle Management, Job Quoting/Estimating, Back Office Administration, Parts Ordering & Control, Microsoft Office (Excel, Outlook, Word), Forklift Operation","Skills related to education:, No specific skills mentioned.",140100.00,0.05,Not Specified,,
337,Communication & Change Management Consultant,Not Specified,"Internal and External Communication Strategies, Change Management Plans, Communication Portal Maintenance, Readiness Assessments, Structured Change Management Approach, Risk Identification and Mitigation, Budget Management, Communications Planning, Technology Trends Awareness",Not Specified,140100.00,0.05,Not Specified,,
338,Cloud Development Intern,Not Specified,"Java programming, Script development, Cloud application development, Documentation, Data structures, Software architecture design, SQL, No-SQL databases, Windows, Linux, Network technologies, Cloud computing (preferably AWS), Python, Scala, Software development processes, Agile methodology",Not Specified,140100.00,0.05,Not Specified,,
339,Big Data Engineer,Not Specified,"Java, Spark, Python, Scala, R, Hadoop, Kafka, Git, GitHub, Cloudera Hadoop, Hive, Impala, SQL, JSON, AVRO, Parquet, XML, UNIX/Linux",Not Specified,140100.00,0.05,Not Specified,,
340,Server/Back-Up Architect - MDW,Not Specified,"Storage Technology, Server Technology, Blade Technology, Consultative Sales, Pre-Sales Consultative Selling, Storage Infrastructure Management, Complex Solution Architecting, Customer White-boarding, Virtualization Solutions, Storage Analysis, Backup and Disaster Recovery Environments, Financial and Operational Reporting, Service Level Performance Monitoring",Not Specified,140100.00,0.05,Not Specified,,
341,Computer Vision Engineer (Deep Learning/Satellite Imaging),Not Specified,"Python, C++, C, Tensorflow, PyTorch, Computer Vision, OpenCV, Neural Networks, Lua, Go, Machine Learning, IoT","Skills related to Education:, Understanding of/experience with Lua or Go is a big plus",140100.00,0.05,Not Specified,,
342,Business Analyst III,Not Specified,"Business process improvement, Business specifications analysis, Requirements development, Report development and analysis, Client training, Microsoft Office, Vizio, Workflow creation",Not Specified,140100.00,0.05,Not Specified,,
343,Application Developer III,Not Specified,"Application programming and analysis, Application architecture, Project management, Salesforce development, APEX technology, Agile development (specifically scrum), ETL Tools (Informatica), Salesforce APIs and components",Not Specified,140100.00,0.05,Not Specified,,
344,Database Systems Specialist,Not Specified,"Database administration, Revenue posting, Financial reconciliation, Data management, Reporting tools development, Systems testing and troubleshooting, Training development and delivery, CRM user support, Data hygiene and integrity management, Importing revenue data, Advanced Excel, SQL, Macro functions, Process mapping",Not Specified,140100.00,0.05,Not Specified,,
345,Senior Business Intelligence Analyst,Not Specified,"Information systems, Analytics, Healthcare operations, Business intelligence, Data transformation, Project management, Analyzing and implementing solutions, Working with IS resources","Education-Related Skills:, Bachelor's Degree in computer science, business administration, healthcare administration, or related fields, Master's Degree in computer science, business administration, healthcare administration, or related fields",140100.00,0.05,Not Specified,,
346,General Warehouse Worker,Not Specified,"Operating warehouse equipment, Order processing, Receiving and stocking merchandise, Packing and shipping products, Maintaining a clean work area, Loading and unloading trucks, Certification for operating equipment","Education:, High School Diploma or Equivalent",140100.00,0.05,Not Specified,,
347,Big Data Consultant - Data Delivery,Not Specified,"Information delivery, Analytics, Business Intelligence, Hadoop Distributed File System (HDFS), NoSQL (MongoDB, Cassandra), Data Warehouses, Big Data technologies (MapReduce, Pig, Hive, etc.), Data lake implementations, Data ingestion techniques, Cloud platforms (AWS, Azure, GCP), Data integration products (Informatica, IBM BigInsights, Talend), Data warehousing, Data architecture, ETL processes, Reporting and visualization, Distributed systems, Data cleansing routines, Data quality functions, Data integration on traditional and Hadoop environments",Not Specified,140100.00,0.05,Not Specified,,
348,KIND Brand Ambassador - Detroit,Not Specified,"Account based marketing strategies, Marketing and sales fundamentals, Microsoft PowerPoint & Excel",Not Specified,140100.00,0.05,Not Specified,,
349,Linux guru – Big Data Systems Support Engineer,Not Specified,"Linux System Administration, Networking, Security, SQL, NoSQL databases, PostgreSQL, ElasticSearch, Programming, Scripting, Distributed Systems, Information Retrieval, Analytics, RHEL/CentOS","Related to Education:, BS / MS in Computer Science or related engineering discipline",140100.00,0.05,Not Specified,,
350,Inventory Specialist,Not Specified,"Receiving and shipping merchandise, Operating equipment according to safety standards, Stocking merchandise, Documenting movement of merchandise",Not Specified,140100.00,0.05,Not Specified,,
351,"MANAGER, QUALITY MANAGEMENT",Not Specified,"Quality improvement tools and techniques, Performance improvement activities, Communication skills, Data analysis, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Visio",Not Specified,140100.00,0.05,Not Specified,,
352,Big Data Delivery Engineer (REMOTE) - Professional Services,Not Specified,"Big Data product knowledge, Modern data technologies, Open source technologies: Hadoop, Spark, Kafka, HBase, Hive, Cassandra, MongoDB, Neo4J, Cloud data and analytic technologies: AWS (EMR, Athena, Redshift, Kinesis, Glue), Azure (HDInsight, ADLS, Data Lake Analytics, Event Hubs, SQL Data Warehouse), GCP (BigQuery, BigTable, Dataflow, DataProc), Troubleshooting, Performance tuning, Root cause analysis, Project management, Methodology development, Best practices implementation, Machine Learning with Spark Mllib or similar, Operationalizing models with TensorFlow",Not Specified,140100.00,0.05,Not Specified,,
353,Supply Chain Data Analyst,Not Specified,"Data entry, Reporting, Analytical skills, Problem solving, Systems and data activities, SAP MM configuration/functionality, Knowledge of supply chain processes",Not Specified,140100.00,0.05,Not Specified,,
354,"Process Improvement Consultant, Secret Clearance, Bremerton WA",Not Specified,"Lean Six Sigma, Theory of Constraints, High Velocity Learning, Business Process Improvement, Workforce Management, Project Management, Metrics and Measures, Business Analytics, Data Mining, Decision Support Analytics, IT Functional Requirements, Minitab, SharePoint","Skills Related to Education:, Bachelor's Degree in Engineering or related field",140100.00,0.05,Not Specified,,
355,Director Broadcast Operations,Not Specified,"Broadcast operations management, Technical staff scheduling, Standard operating procedures development, Training program administration, Testing and drills coordination, Broadcast equipment knowledge, Project management, Digital video systems knowledge, IT systems collaboration","Education-Related Skills:, Bachelor's Degree in related field",140100.00,0.05,Not Specified,,
356,Global Security Operations Center Analyst,Not Specified,"Microsoft Office, Video Management Systems, Physical Access Control Systems, Radio Over IP (ROIP), Intercom Systems, Incident Reporting Software, Physical Security Information Management Systems, Mass Communication Systems, Lenel, Milestone, EasyLobby, WAVE, Stentofon, Visual Command Center, Perspective Research, Security Procedures, Emergency Procedures, Disaster Recovery, Business Continuity Processes",Not Specified,140100.00,0.05,Not Specified,,
357,"Data Visualization Specialist - Consultant (Tableau) - Chicago, IL",Not Specified,"Data Visualization, Tableau, Business Requirements Analysis, Data Modeling, SQL, Relational Databases, Advanced Tableau Topics, Data Visualization Best Practices, Hadoop","Related to Education:, Bachelors Degree",140100.00,0.05,Not Specified,,
358,Comcast Solutions Architect,Not Specified,"Service Assurance, Metro Ethernet, WAN/LAN, L2/L3VPN, SNMP, OSPF, BGP, MPLS, QoS, Netflow, Syslog, VRRP, SD-WAN, NFV/SDN networking, UCaaS, Network monitoring tools (e.g., SevOne, Infovista, Netcool), IT management tools (e.g., Solarwinds, HP Openview), Cisco Works, Agile methodology, Waterfall methodology, User Stories, Business Requirements",Not Specified,140100.00,0.05,Not Specified,,
359,Enterprise ETL Engineer,Not Specified,"Technical Skills, ETL processes design, Data integration, Data validation, Enterprise data sources, Redshift, Databricks/Spark, AWS S3, MySQL, Oracle, Data pipeline understanding, Kimball Dimensional Modeling, SQL, ERD review, Structured data handling, Semi-structured data handling, Unstructured data handling, OLTP, OLAP, BI reporting tools","Related to Education:, Kimball Dimensional Modeling, SQL, ERD review, BI reporting tools",140100.00,0.05,Not Specified,,
360,"Data Scientist, Austin",Not Specified,"Data analysis, Data mining, Research, Modeling strategies, Analytical expertise, Database tools (R, SQL, Python), Statistical modeling, Machine learning, Data collection, Data aggregation",Not Specified,140100.00,0.05,Not Specified,,
361,Business Analyst (M),Not Specified,"Skill Types:, Technical skills are related to experience., Soft skills are related to both education and experience.",Not Specified,140100.00,0.05,Not Specified,,
362,WHSE Inventory Specialist - Receiving,Not Specified,"JDA (Warehouse Management System), SAP, Inventory management","Education-related Skills:, High school diploma or general education degree (GED)",140100.00,0.05,Not Specified,,
363,Software Developer,Not Specified,"Programming Languages, Scripting Languages, Systems Architecture, Systems Integration, Applications Infrastructure, Software Development, Debugging, Software Testing, Cloud Computing, Technical Support, Operating Systems, Data Analysis",BS Degree,140100.00,0.05,Not Specified,,
364,Quality and Patient Safety Data Analyst,Not Specified,"Data analysis, Data collection, Statistical techniques, Database design, Data modeling, Reporting capabilities (e.g., Cognos, SQL, XML), Database maintenance","Skills related to education:, Bachelor's degree in Science or Business, with a major in relevant fields such as mathematics, economics, computer science, statistics, or information management.",140100.00,0.05,Not Specified,,
365,Database Specialist - Med Staff - North Phoenix,Not Specified,"Data entry, Database management (Midas, MedCredentials, Meditech), Clerical functions, Report generation, File management, Communication skills, Internet research","Skills Related to Education:, None",140100.00,0.05,Not Specified,,
366,Windows & Network Systems Administrator,Not Specified,"Windows server administration, Network administration, Database management, Storage systems management, Server platform maintenance (Windows 2012R2+), Virtualization (Hyper-V), Load balancing, Active Directory management, Exchange Server support, Scripting (PowerShell, WSH, batch files), Documentation, Troubleshooting",Not Specified,140100.00,0.05,Not Specified,,
367,"Implementation Consultant, Associate",Not Specified,"Upstream oil and gas land management, financial accounting, production accounting, data validation, data migration, system configuration, customer training, test plans, project management.",Skills related to Education: Bachelor of Science (B.S) degree or equivalent relevant work experience.,140100.00,0.05,Not Specified,,
368,Statistical Unit Assistant,Not Specified,"Data manipulation, Statistical software for data management and analysis, Common Data Elements (CDE), User Acceptance Testing (UAT), Proficient computer skills, Word processing, Spreadsheets, Graphical displays","Skills related to education:, Bachelor’s degree with a major in statistics, biostatistics, public health, or related field",140100.00,0.05,Not Specified,,
369,Game Designer,Not Specified,"Game design, User interface design, Documentation, UI/UX design, Educational game design, Mobile game development, Cross-platform game development",Not Specified,140100.00,0.05,Not Specified,,
370,Autonomous Driving Algorithm Engineer,Not Specified,"Path Planning Algorithms, Perception Algorithms, Vehicle Control Algorithms, Sensor Fusion, Data Fitting, LQR Controller, Algorithm Development, Data Analysis, In-Vehicle Testing, Debugging, Function Demonstration, Optimization, Real-Time Implementation, Performance Assessment","Education-Related Skills:, Bachelors of Science degree in Electrical, Robotics, Mechanical, or Computer Engineering",140100.00,0.05,Not Specified,,
371,Business Analyst Associate,Not Specified,"Technical problem solving, Systems analysis, Technology proficiency, Risk management, Expertise in organizational systems, Data analysis",Not Specified,140100.00,0.05,Not Specified,,
372,"Internal Audit Analyst, Data Analytics and Automation",Not Specified,"SQL, R or Python, Data visualization, Data cleaning, extraction, transformation, and load, Proficiency in writing SQL queries, Critical thinking","Combination of Education and Experience:, Ability to leverage internal and external resources to solve problems and write programs or scripts",140100.00,0.05,Not Specified,,
373,WD-BIM/Revit Designer,Not Specified,"Revit, AutoCAD, AEC, Architectural Engineering and Construction methods, Structural Steel detailing",Not Specified,140100.00,0.05,Not Specified,,
374,Office 365 Architect,Not Specified,"Windows Desktop OS, Office 365, Virtual Desktop solutions, Desktop and laptop hardware, Audio Visual and Conferencing technologies, Mobile devices and operating systems, Desktop productivity suites, File sharing applications, SaaS solutions, Backup solutions for PCs / laptops",Bachelor's Degree in Information Systems or related field,140100.00,0.05,Not Specified,,
375,Software Engineer 2 - Big Data/Data Warehousing,Not Specified,"Java, Spring (or similar MVC framework), Unix/Linux, Service oriented designs and technologies, Web service technologies (SOAP and REST), SQL and NoSQL, Version control (Git), Continuous Integration/Delivery toolkits (Jenkins/Puppet), Queuing technologies (JMS, ActiveMQ, RabbitMQ), Big Data technologies (Spark, Cloudera, HDFS, Kafka, Hive, Impala), AWS (S3, SQS, SNS, EC2), Database management system technologies and tools (Cassandra and/or MongoDB), Monitoring and alerting, Troubleshooting production issues, Analytical skills",Not Specified,140100.00,0.05,Not Specified,,
376,.NET Developer (Only Local Candidates - Detroit),Not Specified,"C#, ASP.NET MVC, MVC, MicroServices, Object-oriented design, HTML5, CSS3, JavaScript, Angular.JS","Education-Related Skills:, Object-oriented design",140100.00,0.05,Not Specified,,
377,JR SQL Developer / Business Analyst,Not Specified,"Microsoft Office Suite, XML, SQL, Oracle certification, Requirement Documentation, Functional Documentation, Technical Documentation",Not Specified,140100.00,0.05,Not Specified,,
378,"Sr. IT Manager, Business/Systems Analysis",Not Specified,"Systems Analysis, GxP Compliance, Project Management, System Validation, Documentation Management, Technical Expertise, Vendor Management, Quality Assurance, Technology Trends, Training",Not Specified,140100.00,0.05,Not Specified,,
379,"Business Intelligence Analyst, Officer",Not Specified,"Data analysis, Reporting, Business intelligence, Analytics, Data quality management, Alignstar, Excel, PowerPoint, Tableau, Alteryx, Data warehouse integration","Education-related skills:, Top undergraduate degree",140100.00,0.05,Not Specified,,
380,Big Data Engineer and Hadoop Administrator,Not Specified,"Hadoop administration, HDFS, YARN, Spark, Sentry/Ranger, HBase, Zookeeper, Cluster setup, Performance tuning, Distributed Hadoop ecosystem, Networking connectivity, IO throughput, MapReduce, Pig, Hive, Sqoop, Flume, Oozie, Cluster monitoring tools (Cloudera Manager/Ambari, Ganglia, Nagios), Scripting (bash, perl, ruby, python), Hadoop security (Kerberos, TLS/SSL, HDFS encryption), Jenkins, Git, AWS, Automation tools (Puppet, Ansible), Spark, Solr, Scala, Kafka","Education: Not specified, Experience: Hadoop administration, Big Data engineering, Cloud infrastructure management",140100.00,0.05,Not Specified,,
381,MSBI - ETL Architect - ETL Designer,Not Specified,"Data modeling, ETL design, Data Flow Diagrams, BRD interpretation, SQL, SSIS packages, Orchestrator, Git version control, Code review, Unit testing, Test case review, Deployment planning, Support transition planning, Software development lifecycle understanding, Agile methodologies, Offshore coordination","Skills related to Education:, Understanding of Data Modeling, Knowledge of SQL and data transformation processes, Familiarity with software deployment planning",140100.00,0.05,Not Specified,,
382,Windows / VMWare Systems Administrator,Not Specified,"Unix Red Hat Linux / Oracle Solaris x86 experience, Solaris Operating System installation and maintenance, System administration (Windows 10, Windows Server/Active Directory, Solaris), Active Directory domains configuration and maintenance, System backups in a server environment, DISA Security Technical Implementation Guide (STIG), Solaris STIG controls application, Risk Management Framework (RMF) knowledge, Basic scripting (Bash and/or Powershell), COTS upgrade and integration, Security+ certification, Virtualization technologies (VMware, Hyper-V), Storage technologies (NAS and SAN), DNS configuration and maintenance, Operating system upgrades and patching, Excellent Oral and Written communication skills","Education:, Security+ certification",140100.00,0.05,Not Specified,,
383,Database Administrator ServiceNow,Not Specified,"ServiceNow administration, Configuration management, User administration, Security management, Workflow management, Data management, Integrations, Plug-in activation, Report building, Scripting, Third-party software integration, Web Technologies (XML, HTML, JAVA Script, AJAX, CSS, HTTP), Web applications, networks, protocols, and email (SMTP, POP3), ITIL v3 methodologies, Enterprise IT architecture, Relational databases, Database manipulation, LDAP directories (Active Directory, eDirectory, OpenLDAP), Single Sign-on (Digested Token, SAML 1.1, SAML 2.0), Web Services integrations",Not Specified,140100.00,0.05,Not Specified,,
384,Stakeholder Insights and Analytics Manager,Not Specified,"Data analysis, Strategic planning, Project management, Microsoft Excel and PowerPoint, Social media management, Qualitative research","Skills related to education:, MBA",140100.00,0.05,Not Specified,,
385,Sr Digital Marketing Analyst,Not Specified,"Web Analytics (Omniture/Google Analytics), Data visualization and BI platforms (Tableau or Domo), Microsoft Excel proficiency","Related to Education:, Bachelor's degree in related field (not explicitly mentioned but implied)",140100.00,0.05,Not Specified,,
386,Director of Technology,Not Specified,"Software Engineering, Technology Platforms, Integration & Migration of Platforms, Cross-Functional Leadership, Operating Systems: Windows, Mac OSX, Linux, WordPress, Amazon Web Services (AWS), Web Technologies, Database Design, Client/Server Web Frameworks, Template Libraries, Jira, Git, REST Services, Application Development & Deployment, Client-Facing Web Application Architecture, Mortgage Industry Knowledge","Skills related to education:, None",140100.00,0.05,Not Specified,,
